iso3,year,lang_frac
BEN,2000,0.79
BEN,2001,0.79
BEN,2002,0.79
BEN,2003,0.79
BEN,2004,0.79
BEN,2005,0.79
BEN,2006,0.79
BEN,2007,0.79
BEN,2008,0.79
BEN,2009,0.79
BEN,2010,0.79
BEN,2011,0.79
BEN,2012,0.79
BEN,2013,0.79
BEN,2014,0.79
BEN,2015,0.79
BEN,2016,0.79
BEN,2017,0.79
BEN,2018,0.79
BEN,2019,0.79
BEN,2020,0.79
BEN,2021,0.79
BEN,2022,0.79
BEN,2023,0.79
BEN,2024,0.79
BEN,2025,0.79
DNK,2000,0.1
DNK,2001,0.1
DNK,2002,0.1
DNK,2003,0.1
DNK,2004,0.1
DNK,2005,0.1
DNK,2006,0.1
DNK,2007,0.1
DNK,2008,0.1
DNK,2009,0.1
DNK,2010,0.1
DNK,2011,0.1
DNK,2012,0.1
DNK,2013,0.1
DNK,2014,0.1
DNK,2015,0.1
DNK,2016,0.1
DNK,2017,0.1
DNK,2018,0.1
DNK,2019,0.1
DNK,2020,0.1
DNK,2021,0.1
DNK,2022,0.1
DNK,2023,0.1
DNK,2024,0.1
DNK,2025,0.1
DOM,2000,0.04
DOM,2001,0.04
DOM,2002,0.04
DOM,2003,0.04
DOM,2004,0.04
DOM,2005,0.04
DOM,2006,0.04
DOM,2007,0.04
DOM,2008,0.04
DOM,2009,0.04
DOM,2010,0.04
DOM,2011,0.04
DOM,2012,0.04
DOM,2013,0.04
DOM,2014,0.04
DOM,2015,0.04
DOM,2016,0.04
DOM,2017,0.04
DOM,2018,0.04
DOM,2019,0.04
DOM,2020,0.04
DOM,2021,0.04
DOM,2022,0.04
DOM,2023,0.04
DOM,2024,0.04
DOM,2025,0.04
ECU,2000,0.13
ECU,2001,0.13
ECU,2002,0.13
ECU,2003,0.13
ECU,2004,0.13
ECU,2005,0.13
ECU,2006,0.13
ECU,2007,0.13
ECU,2008,0.13
ECU,2009,0.13
ECU,2010,0.13
ECU,2011,0.13
ECU,2012,0.13
ECU,2013,0.13
ECU,2014,0.13
ECU,2015,0.13
ECU,2016,0.13
ECU,2017,0.13
ECU,2018,0.13
ECU,2019,0.13
ECU,2020,0.13
ECU,2021,0.13
ECU,2022,0.13
ECU,2023,0.13
ECU,2024,0.13
ECU,2025,0.13
GNQ,2000,0.32
GNQ,2001,0.32
GNQ,2002,0.32
GNQ,2003,0.32
GNQ,2004,0.32
GNQ,2005,0.32
GNQ,2006,0.32
GNQ,2007,0.32
GNQ,2008,0.32
GNQ,2009,0.32
GNQ,2010,0.32
GNQ,2011,0.32
GNQ,2012,0.32
GNQ,2013,0.32
GNQ,2014,0.32
GNQ,2015,0.32
GNQ,2016,0.32
GNQ,2017,0.32
GNQ,2018,0.32
GNQ,2019,0.32
GNQ,2020,0.32
GNQ,2021,0.32
GNQ,2022,0.32
GNQ,2023,0.32
GNQ,2024,0.32
GNQ,2025,0.32
ETH,2000,0.81
ETH,2001,0.81
ETH,2002,0.81
ETH,2003,0.81
ETH,2004,0.81
ETH,2005,0.81
ETH,2006,0.81
ETH,2007,0.81
ETH,2008,0.81
ETH,2009,0.81
ETH,2010,0.81
ETH,2011,0.81
ETH,2012,0.81
ETH,2013,0.81
ETH,2014,0.81
ETH,2015,0.81
ETH,2016,0.81
ETH,2017,0.81
ETH,2018,0.81
ETH,2019,0.81
ETH,2020,0.81
ETH,2021,0.81
ETH,2022,0.81
ETH,2023,0.81
ETH,2024,0.81
ETH,2025,0.81
ERI,2000,0.65
ERI,2001,0.65
ERI,2002,0.65
ERI,2003,0.65
ERI,2004,0.65
ERI,2005,0.65
ERI,2006,0.65
ERI,2007,0.65
ERI,2008,0.65
ERI,2009,0.65
ERI,2010,0.65
ERI,2011,0.65
ERI,2012,0.65
ERI,2013,0.65
ERI,2014,0.65
ERI,2015,0.65
ERI,2016,0.65
ERI,2017,0.65
ERI,2018,0.65
ERI,2019,0.65
ERI,2020,0.65
ERI,2021,0.65
ERI,2022,0.65
ERI,2023,0.65
ERI,2024,0.65
ERI,2025,0.65
EST,2000,0.49
EST,2001,0.49
EST,2002,0.49
EST,2003,0.49
EST,2004,0.49
EST,2005,0.49
EST,2006,0.49
EST,2007,0.49
EST,2008,0.49
EST,2009,0.49
EST,2010,0.49
EST,2011,0.49
EST,2012,0.49
EST,2013,0.49
EST,2014,0.49
EST,2015,0.49
EST,2016,0.49
EST,2017,0.49
EST,2018,0.49
EST,2019,0.49
EST,2020,0.49
EST,2021,0.49
EST,2022,0.49
EST,2023,0.49
EST,2024,0.49
EST,2025,0.49
FJI,2000,0.55
FJI,2001,0.55
FJI,2002,0.55
FJI,2003,0.55
FJI,2004,0.55
FJI,2005,0.55
FJI,2006,0.55
FJI,2007,0.55
FJI,2008,0.55
FJI,2009,0.55
FJI,2010,0.55
FJI,2011,0.55
FJI,2012,0.55
FJI,2013,0.55
FJI,2014,0.55
FJI,2015,0.55
FJI,2016,0.55
FJI,2017,0.55
FJI,2018,0.55
FJI,2019,0.55
FJI,2020,0.55
FJI,2021,0.55
FJI,2022,0.55
FJI,2023,0.55
FJI,2024,0.55
FJI,2025,0.55
FIN,2000,0.14
FIN,2001,0.14
FIN,2002,0.14
FIN,2003,0.14
FIN,2004,0.14
FIN,2005,0.14
FIN,2006,0.14
FIN,2007,0.14
FIN,2008,0.14
FIN,2009,0.14
FIN,2010,0.14
FIN,2011,0.14
FIN,2012,0.14
FIN,2013,0.14
FIN,2014,0.14
FIN,2015,0.14
FIN,2016,0.14
FIN,2017,0.14
FIN,2018,0.14
FIN,2019,0.14
FIN,2020,0.14
FIN,2021,0.14
FIN,2022,0.14
FIN,2023,0.14
FIN,2024,0.14
FIN,2025,0.14
FRA,2000,0.12
FRA,2001,0.12
FRA,2002,0.12
FRA,2003,0.12
FRA,2004,0.12
FRA,2005,0.12
FRA,2006,0.12
FRA,2007,0.12
FRA,2008,0.12
FRA,2009,0.12
FRA,2010,0.12
FRA,2011,0.12
FRA,2012,0.12
FRA,2013,0.12
FRA,2014,0.12
FRA,2015,0.12
FRA,2016,0.12
FRA,2017,0.12
FRA,2018,0.12
FRA,2019,0.12
FRA,2020,0.12
FRA,2021,0.12
FRA,2022,0.12
FRA,2023,0.12
FRA,2024,0.12
FRA,2025,0.12
DJI,2000,0.66
DJI,2001,0.66
DJI,2002,0.66
DJI,2003,0.66
DJI,2004,0.66
DJI,2005,0.66
DJI,2006,0.66
DJI,2007,0.66
DJI,2008,0.66
DJI,2009,0.66
DJI,2010,0.66
DJI,2011,0.66
DJI,2012,0.66
DJI,2013,0.66
DJI,2014,0.66
DJI,2015,0.66
DJI,2016,0.66
DJI,2017,0.66
DJI,2018,0.66
DJI,2019,0.66
DJI,2020,0.66
DJI,2021,0.66
DJI,2022,0.66
DJI,2023,0.66
DJI,2024,0.66
DJI,2025,0.66
GAB,2000,0.78
GAB,2001,0.78
GAB,2002,0.78
GAB,2003,0.78
GAB,2004,0.78
GAB,2005,0.78
GAB,2006,0.78
GAB,2007,0.78
GAB,2008,0.78
GAB,2009,0.78
GAB,2010,0.78
GAB,2011,0.78
GAB,2012,0.78
GAB,2013,0.78
GAB,2014,0.78
GAB,2015,0.78
GAB,2016,0.78
GAB,2017,0.78
GAB,2018,0.78
GAB,2019,0.78
GAB,2020,0.78
GAB,2021,0.78
GAB,2022,0.78
GAB,2023,0.78
GAB,2024,0.78
GAB,2025,0.78
GEO,2000,0.47
GEO,2001,0.47
GEO,2002,0.47
GEO,2003,0.47
GEO,2004,0.47
GEO,2005,0.47
GEO,2006,0.47
GEO,2007,0.47
GEO,2008,0.47
GEO,2009,0.47
GEO,2010,0.47
GEO,2011,0.47
GEO,2012,0.47
GEO,2013,0.47
GEO,2014,0.47
GEO,2015,0.47
GEO,2016,0.47
GEO,2017,0.47
GEO,2018,0.47
GEO,2019,0.47
GEO,2020,0.47
GEO,2021,0.47
GEO,2022,0.47
GEO,2023,0.47
GEO,2024,0.47
GEO,2025,0.47
GMB,2000,0.81
GMB,2001,0.81
GMB,2002,0.81
GMB,2003,0.81
GMB,2004,0.81
GMB,2005,0.81
GMB,2006,0.81
GMB,2007,0.81
GMB,2008,0.81
GMB,2009,0.81
GMB,2010,0.81
GMB,2011,0.81
GMB,2012,0.81
GMB,2013,0.81
GMB,2014,0.81
GMB,2015,0.81
GMB,2016,0.81
GMB,2017,0.81
GMB,2018,0.81
GMB,2019,0.81
GMB,2020,0.81
GMB,2021,0.81
GMB,2022,0.81
GMB,2023,0.81
GMB,2024,0.81
GMB,2025,0.81
DEU,2000,0.16
DEU,2001,0.16
DEU,2002,0.16
DEU,2003,0.16
DEU,2004,0.16
DEU,2005,0.16
DEU,2006,0.16
DEU,2007,0.16
DEU,2008,0.16
DEU,2009,0.16
DEU,2010,0.16
DEU,2011,0.16
DEU,2012,0.16
DEU,2013,0.16
DEU,2014,0.16
DEU,2015,0.16
DEU,2016,0.16
DEU,2017,0.16
DEU,2018,0.16
DEU,2019,0.16
DEU,2020,0.16
DEU,2021,0.16
DEU,2022,0.16
DEU,2023,0.16
DEU,2024,0.16
DEU,2025,0.16
GHA,2000,0.67
GHA,2001,0.67
GHA,2002,0.67
GHA,2003,0.67
GHA,2004,0.67
GHA,2005,0.67
GHA,2006,0.67
GHA,2007,0.67
GHA,2008,0.67
GHA,2009,0.67
GHA,2010,0.67
GHA,2011,0.67
GHA,2012,0.67
GHA,2013,0.67
GHA,2014,0.67
GHA,2015,0.67
GHA,2016,0.67
GHA,2017,0.67
GHA,2018,0.67
GHA,2019,0.67
GHA,2020,0.67
GHA,2021,0.67
GHA,2022,0.67
GHA,2023,0.67
GHA,2024,0.67
GHA,2025,0.67
KIR,2000,0.02
KIR,2001,0.02
KIR,2002,0.02
KIR,2003,0.02
KIR,2004,0.02
KIR,2005,0.02
KIR,2006,0.02
KIR,2007,0.02
KIR,2008,0.02
KIR,2009,0.02
KIR,2010,0.02
KIR,2011,0.02
KIR,2012,0.02
KIR,2013,0.02
KIR,2014,0.02
KIR,2015,0.02
KIR,2016,0.02
KIR,2017,0.02
KIR,2018,0.02
KIR,2019,0.02
KIR,2020,0.02
KIR,2021,0.02
KIR,2022,0.02
KIR,2023,0.02
KIR,2024,0.02
KIR,2025,0.02
GRC,2000,0.03
GRC,2001,0.03
GRC,2002,0.03
GRC,2003,0.03
GRC,2004,0.03
GRC,2005,0.03
GRC,2006,0.03
GRC,2007,0.03
GRC,2008,0.03
GRC,2009,0.03
GRC,2010,0.03
GRC,2011,0.03
GRC,2012,0.03
GRC,2013,0.03
GRC,2014,0.03
GRC,2015,0.03
GRC,2016,0.03
GRC,2017,0.03
GRC,2018,0.03
GRC,2019,0.03
GRC,2020,0.03
GRC,2021,0.03
GRC,2022,0.03
GRC,2023,0.03
GRC,2024,0.03
GRC,2025,0.03
GTM,2000,0.46
GTM,2001,0.46
GTM,2002,0.46
GTM,2003,0.46
GTM,2004,0.46
GTM,2005,0.46
GTM,2006,0.46
GTM,2007,0.46
GTM,2008,0.46
GTM,2009,0.46
GTM,2010,0.46
GTM,2011,0.46
GTM,2012,0.46
GTM,2013,0.46
GTM,2014,0.46
GTM,2015,0.46
GTM,2016,0.46
GTM,2017,0.46
GTM,2018,0.46
GTM,2019,0.46
GTM,2020,0.46
GTM,2021,0.46
GTM,2022,0.46
GTM,2023,0.46
GTM,2024,0.46
GTM,2025,0.46
GIN,2000,0.77
GIN,2001,0.77
GIN,2002,0.77
GIN,2003,0.77
GIN,2004,0.77
GIN,2005,0.77
GIN,2006,0.77
GIN,2007,0.77
GIN,2008,0.77
GIN,2009,0.77
GIN,2010,0.77
GIN,2011,0.77
GIN,2012,0.77
GIN,2013,0.77
GIN,2014,0.77
GIN,2015,0.77
GIN,2016,0.77
GIN,2017,0.77
GIN,2018,0.77
GIN,2019,0.77
GIN,2020,0.77
GIN,2021,0.77
GIN,2022,0.77
GIN,2023,0.77
GIN,2024,0.77
GIN,2025,0.77
GUY,2000,0.07
GUY,2001,0.07
GUY,2002,0.07
GUY,2003,0.07
GUY,2004,0.07
GUY,2005,0.07
GUY,2006,0.07
GUY,2007,0.07
GUY,2008,0.07
GUY,2009,0.07
GUY,2010,0.07
GUY,2011,0.07
GUY,2012,0.07
GUY,2013,0.07
GUY,2014,0.07
GUY,2015,0.07
GUY,2016,0.07
GUY,2017,0.07
GUY,2018,0.07
GUY,2019,0.07
GUY,2020,0.07
GUY,2021,0.07
GUY,2022,0.07
GUY,2023,0.07
GUY,2024,0.07
GUY,2025,0.07
HND,2000,0.06
HND,2001,0.06
HND,2002,0.06
HND,2003,0.06
HND,2004,0.06
HND,2005,0.06
HND,2006,0.06
HND,2007,0.06
HND,2008,0.06
HND,2009,0.06
HND,2010,0.06
HND,2011,0.06
HND,2012,0.06
HND,2013,0.06
HND,2014,0.06
HND,2015,0.06
HND,2016,0.06
HND,2017,0.06
HND,2018,0.06
HND,2019,0.06
HND,2020,0.06
HND,2021,0.06
HND,2022,0.06
HND,2023,0.06
HND,2024,0.06
HND,2025,0.06
HUN,2000,0.03
HUN,2001,0.03
HUN,2002,0.03
HUN,2003,0.03
HUN,2004,0.03
HUN,2005,0.03
HUN,2006,0.03
HUN,2007,0.03
HUN,2008,0.03
HUN,2009,0.03
HUN,2010,0.03
HUN,2011,0.03
HUN,2012,0.03
HUN,2013,0.03
HUN,2014,0.03
HUN,2015,0.03
HUN,2016,0.03
HUN,2017,0.03
HUN,2018,0.03
HUN,2019,0.03
HUN,2020,0.03
HUN,2021,0.03
HUN,2022,0.03
HUN,2023,0.03
HUN,2024,0.03
HUN,2025,0.03
ISL,2000,0.08
ISL,2001,0.08
ISL,2002,0.08
ISL,2003,0.08
ISL,2004,0.08
ISL,2005,0.08
ISL,2006,0.08
ISL,2007,0.08
ISL,2008,0.08
ISL,2009,0.08
ISL,2010,0.08
ISL,2011,0.08
ISL,2012,0.08
ISL,2013,0.08
ISL,2014,0.08
ISL,2015,0.08
ISL,2016,0.08
ISL,2017,0.08
ISL,2018,0.08
ISL,2019,0.08
ISL,2020,0.08
ISL,2021,0.08
ISL,2022,0.08
ISL,2023,0.08
ISL,2024,0.08
ISL,2025,0.08
IND,2000,0.81
IND,2001,0.81
IND,2002,0.81
IND,2003,0.81
IND,2004,0.81
IND,2005,0.81
IND,2006,0.81
IND,2007,0.81
IND,2008,0.81
IND,2009,0.81
IND,2010,0.81
IND,2011,0.81
IND,2012,0.81
IND,2013,0.81
IND,2014,0.81
IND,2015,0.81
IND,2016,0.81
IND,2017,0.81
IND,2018,0.81
IND,2019,0.81
IND,2020,0.81
IND,2021,0.81
IND,2022,0.81
IND,2023,0.81
IND,2024,0.81
IND,2025,0.81
IDN,2000,0.77
IDN,2001,0.77
IDN,2002,0.77
IDN,2003,0.77
IDN,2004,0.77
IDN,2005,0.77
IDN,2006,0.77
IDN,2007,0.77
IDN,2008,0.77
IDN,2009,0.77
IDN,2010,0.77
IDN,2011,0.77
IDN,2012,0.77
IDN,2013,0.77
IDN,2014,0.77
IDN,2015,0.77
IDN,2016,0.77
IDN,2017,0.77
IDN,2018,0.77
IDN,2019,0.77
IDN,2020,0.77
IDN,2021,0.77
IDN,2022,0.77
IDN,2023,0.77
IDN,2024,0.77
IDN,2025,0.77
IRN,2000,0.75
IRN,2001,0.75
IRN,2002,0.75
IRN,2003,0.75
IRN,2004,0.75
IRN,2005,0.75
IRN,2006,0.75
IRN,2007,0.75
IRN,2008,0.75
IRN,2009,0.75
IRN,2010,0.75
IRN,2011,0.75
IRN,2012,0.75
IRN,2013,0.75
IRN,2014,0.75
IRN,2015,0.75
IRN,2016,0.75
IRN,2017,0.75
IRN,2018,0.75
IRN,2019,0.75
IRN,2020,0.75
IRN,2021,0.75
IRN,2022,0.75
IRN,2023,0.75
IRN,2024,0.75
IRN,2025,0.75
IRQ,2000,0.37
IRQ,2001,0.37
IRQ,2002,0.37
IRQ,2003,0.37
IRQ,2004,0.37
IRQ,2005,0.37
IRQ,2006,0.37
IRQ,2007,0.37
IRQ,2008,0.37
IRQ,2009,0.37
IRQ,2010,0.37
IRQ,2011,0.37
IRQ,2012,0.37
IRQ,2013,0.37
IRQ,2014,0.37
IRQ,2015,0.37
IRQ,2016,0.37
IRQ,2017,0.37
IRQ,2018,0.37
IRQ,2019,0.37
IRQ,2020,0.37
IRQ,2021,0.37
IRQ,2022,0.37
IRQ,2023,0.37
IRQ,2024,0.37
IRQ,2025,0.37
IRL,2000,0.03
IRL,2001,0.03
IRL,2002,0.03
IRL,2003,0.03
IRL,2004,0.03
IRL,2005,0.03
IRL,2006,0.03
IRL,2007,0.03
IRL,2008,0.03
IRL,2009,0.03
IRL,2010,0.03
IRL,2011,0.03
IRL,2012,0.03
IRL,2013,0.03
IRL,2014,0.03
IRL,2015,0.03
IRL,2016,0.03
IRL,2017,0.03
IRL,2018,0.03
IRL,2019,0.03
IRL,2020,0.03
IRL,2021,0.03
IRL,2022,0.03
IRL,2023,0.03
IRL,2024,0.03
IRL,2025,0.03
ISR,2000,0.55
ISR,2001,0.55
ISR,2002,0.55
ISR,2003,0.55
ISR,2004,0.55
ISR,2005,0.55
ISR,2006,0.55
ISR,2007,0.55
ISR,2008,0.55
ISR,2009,0.55
ISR,2010,0.55
ISR,2011,0.55
ISR,2012,0.55
ISR,2013,0.55
ISR,2014,0.55
ISR,2015,0.55
ISR,2016,0.55
ISR,2017,0.55
ISR,2018,0.55
ISR,2019,0.55
ISR,2020,0.55
ISR,2021,0.55
ISR,2022,0.55
ISR,2023,0.55
ISR,2024,0.55
ISR,2025,0.55
ITA,2000,0.11
ITA,2001,0.11
ITA,2002,0.11
ITA,2003,0.11
ITA,2004,0.11
ITA,2005,0.11
ITA,2006,0.11
ITA,2007,0.11
ITA,2008,0.11
ITA,2009,0.11
ITA,2010,0.11
ITA,2011,0.11
ITA,2012,0.11
ITA,2013,0.11
ITA,2014,0.11
ITA,2015,0.11
ITA,2016,0.11
ITA,2017,0.11
ITA,2018,0.11
ITA,2019,0.11
ITA,2020,0.11
ITA,2021,0.11
ITA,2022,0.11
ITA,2023,0.11
ITA,2024,0.11
ITA,2025,0.11
CIV,2000,0.78
CIV,2001,0.78
CIV,2002,0.78
CIV,2003,0.78
CIV,2004,0.78
CIV,2005,0.78
CIV,2006,0.78
CIV,2007,0.78
CIV,2008,0.78
CIV,2009,0.78
CIV,2010,0.78
CIV,2011,0.78
CIV,2012,0.78
CIV,2013,0.78
CIV,2014,0.78
CIV,2015,0.78
CIV,2016,0.78
CIV,2017,0.78
CIV,2018,0.78
CIV,2019,0.78
CIV,2020,0.78
CIV,2021,0.78
CIV,2022,0.78
CIV,2023,0.78
CIV,2024,0.78
CIV,2025,0.78
JAM,2000,0.11
JAM,2001,0.11
JAM,2002,0.11
JAM,2003,0.11
JAM,2004,0.11
JAM,2005,0.11
JAM,2006,0.11
JAM,2007,0.11
JAM,2008,0.11
JAM,2009,0.11
JAM,2010,0.11
JAM,2011,0.11
JAM,2012,0.11
JAM,2013,0.11
JAM,2014,0.11
JAM,2015,0.11
JAM,2016,0.11
JAM,2017,0.11
JAM,2018,0.11
JAM,2019,0.11
JAM,2020,0.11
JAM,2021,0.11
JAM,2022,0.11
JAM,2023,0.11
JAM,2024,0.11
JAM,2025,0.11
JPN,2000,0.02
JPN,2001,0.02
JPN,2002,0.02
JPN,2003,0.02
JPN,2004,0.02
JPN,2005,0.02
JPN,2006,0.02
JPN,2007,0.02
JPN,2008,0.02
JPN,2009,0.02
JPN,2010,0.02
JPN,2011,0.02
JPN,2012,0.02
JPN,2013,0.02
JPN,2014,0.02
JPN,2015,0.02
JPN,2016,0.02
JPN,2017,0.02
JPN,2018,0.02
JPN,2019,0.02
JPN,2020,0.02
JPN,2021,0.02
JPN,2022,0.02
JPN,2023,0.02
JPN,2024,0.02
JPN,2025,0.02
KAZ,2000,0.66
KAZ,2001,0.66
KAZ,2002,0.66
KAZ,2003,0.66
KAZ,2004,0.66
KAZ,2005,0.66
KAZ,2006,0.66
KAZ,2007,0.66
KAZ,2008,0.66
KAZ,2009,0.66
KAZ,2010,0.66
KAZ,2011,0.66
KAZ,2012,0.66
KAZ,2013,0.66
KAZ,2014,0.66
KAZ,2015,0.66
KAZ,2016,0.66
KAZ,2017,0.66
KAZ,2018,0.66
KAZ,2019,0.66
KAZ,2020,0.66
KAZ,2021,0.66
KAZ,2022,0.66
KAZ,2023,0.66
KAZ,2024,0.66
KAZ,2025,0.66
JOR,2000,0.04
JOR,2001,0.04
JOR,2002,0.04
JOR,2003,0.04
JOR,2004,0.04
JOR,2005,0.04
JOR,2006,0.04
JOR,2007,0.04
JOR,2008,0.04
JOR,2009,0.04
JOR,2010,0.04
JOR,2011,0.04
JOR,2012,0.04
JOR,2013,0.04
JOR,2014,0.04
JOR,2015,0.04
JOR,2016,0.04
JOR,2017,0.04
JOR,2018,0.04
JOR,2019,0.04
JOR,2020,0.04
JOR,2021,0.04
JOR,2022,0.04
JOR,2023,0.04
JOR,2024,0.04
JOR,2025,0.04
KEN,2000,0.89
KEN,2001,0.89
KEN,2002,0.89
KEN,2003,0.89
KEN,2004,0.89
KEN,2005,0.89
KEN,2006,0.89
KEN,2007,0.89
KEN,2008,0.89
KEN,2009,0.89
KEN,2010,0.89
KEN,2011,0.89
KEN,2012,0.89
KEN,2013,0.89
KEN,2014,0.89
KEN,2015,0.89
KEN,2016,0.89
KEN,2017,0.89
KEN,2018,0.89
KEN,2019,0.89
KEN,2020,0.89
KEN,2021,0.89
KEN,2022,0.89
KEN,2023,0.89
KEN,2024,0.89
KEN,2025,0.89
PRK,2000,0.0
PRK,2001,0.0
PRK,2002,0.0
PRK,2003,0.0
PRK,2004,0.0
PRK,2005,0.0
PRK,2006,0.0
PRK,2007,0.0
PRK,2008,0.0
PRK,2009,0.0
PRK,2010,0.0
PRK,2011,0.0
PRK,2012,0.0
PRK,2013,0.0
PRK,2014,0.0
PRK,2015,0.0
PRK,2016,0.0
PRK,2017,0.0
PRK,2018,0.0
PRK,2019,0.0
PRK,2020,0.0
PRK,2021,0.0
PRK,2022,0.0
PRK,2023,0.0
PRK,2024,0.0
PRK,2025,0.0
KOR,2000,0.0
KOR,2001,0.0
KOR,2002,0.0
KOR,2003,0.0
KOR,2004,0.0
KOR,2005,0.0
KOR,2006,0.0
KOR,2007,0.0
KOR,2008,0.0
KOR,2009,0.0
KOR,2010,0.0
KOR,2011,0.0
KOR,2012,0.0
KOR,2013,0.0
KOR,2014,0.0
KOR,2015,0.0
KOR,2016,0.0
KOR,2017,0.0
KOR,2018,0.0
KOR,2019,0.0
KOR,2020,0.0
KOR,2021,0.0
KOR,2022,0.0
KOR,2023,0.0
KOR,2024,0.0
KOR,2025,0.0
KWT,2000,0.34
KWT,2001,0.34
KWT,2002,0.34
KWT,2003,0.34
KWT,2004,0.34
KWT,2005,0.34
KWT,2006,0.34
KWT,2007,0.34
KWT,2008,0.34
KWT,2009,0.34
KWT,2010,0.34
KWT,2011,0.34
KWT,2012,0.34
KWT,2013,0.34
KWT,2014,0.34
KWT,2015,0.34
KWT,2016,0.34
KWT,2017,0.34
KWT,2018,0.34
KWT,2019,0.34
KWT,2020,0.34
KWT,2021,0.34
KWT,2022,0.34
KWT,2023,0.34
KWT,2024,0.34
KWT,2025,0.34
KGZ,2000,0.59
KGZ,2001,0.59
KGZ,2002,0.59
KGZ,2003,0.59
KGZ,2004,0.59
KGZ,2005,0.59
KGZ,2006,0.59
KGZ,2007,0.59
KGZ,2008,0.59
KGZ,2009,0.59
KGZ,2010,0.59
KGZ,2011,0.59
KGZ,2012,0.59
KGZ,2013,0.59
KGZ,2014,0.59
KGZ,2015,0.59
KGZ,2016,0.59
KGZ,2017,0.59
KGZ,2018,0.59
KGZ,2019,0.59
KGZ,2020,0.59
KGZ,2021,0.59
KGZ,2022,0.59
KGZ,2023,0.59
KGZ,2024,0.59
KGZ,2025,0.59
LAO,2000,0.64
LAO,2001,0.64
LAO,2002,0.64
LAO,2003,0.64
LAO,2004,0.64
LAO,2005,0.64
LAO,2006,0.64
LAO,2007,0.64
LAO,2008,0.64
LAO,2009,0.64
LAO,2010,0.64
LAO,2011,0.64
LAO,2012,0.64
LAO,2013,0.64
LAO,2014,0.64
LAO,2015,0.64
LAO,2016,0.64
LAO,2017,0.64
LAO,2018,0.64
LAO,2019,0.64
LAO,2020,0.64
LAO,2021,0.64
LAO,2022,0.64
LAO,2023,0.64
LAO,2024,0.64
LAO,2025,0.64
LBN,2000,0.13
LBN,2001,0.13
LBN,2002,0.13
LBN,2003,0.13
LBN,2004,0.13
LBN,2005,0.13
LBN,2006,0.13
LBN,2007,0.13
LBN,2008,0.13
LBN,2009,0.13
LBN,2010,0.13
LBN,2011,0.13
LBN,2012,0.13
LBN,2013,0.13
LBN,2014,0.13
LBN,2015,0.13
LBN,2016,0.13
LBN,2017,0.13
LBN,2018,0.13
LBN,2019,0.13
LBN,2020,0.13
LBN,2021,0.13
LBN,2022,0.13
LBN,2023,0.13
LBN,2024,0.13
LBN,2025,0.13
LSO,2000,0.25
LSO,2001,0.25
LSO,2002,0.25
LSO,2003,0.25
LSO,2004,0.25
LSO,2005,0.25
LSO,2006,0.25
LSO,2007,0.25
LSO,2008,0.25
LSO,2009,0.25
LSO,2010,0.25
LSO,2011,0.25
LSO,2012,0.25
LSO,2013,0.25
LSO,2014,0.25
LSO,2015,0.25
LSO,2016,0.25
LSO,2017,0.25
LSO,2018,0.25
LSO,2019,0.25
LSO,2020,0.25
LSO,2021,0.25
LSO,2022,0.25
LSO,2023,0.25
LSO,2024,0.25
LSO,2025,0.25
